"","species","tax_level","growth_form","height","seed_mass","leaf_area","leaf_area_per_mass"
"341","Alliaria petiolata","species","herb","0.561111111111111","2.70525","7514","47.0135"
"342","Castanea sativa","species","tree","31","9944.375","7259.425","12.5900013297872"
"343","Geranium robertianum","species","herb","0.27012125","1.00235255555556","1215.60225","36.6050986026087"
"344","Ulmus glabra","species","tree","29.02","11.6028298571429","3328.3375","17.080189398418"
"345","Lysimachia nummularia","species","herb","0.42","0.042","284.333333333333","32.3609993575"
"346","Galium odoratum","species","herb","0.225","5.35","361","61.5157142857143"
"347","Convolvulus arvensis","species","herb","0.207454545454545","18.3766666666667","465.974779327586","28.7391532318519"
"348","Ribes uva crispa","species","shrub","0.69",NA,"902.34","23.2087899544025"
"349","Solanum tuberosum","species","herb","0.6","0.7","13128","23.9657142857143"
"350","Cerasus fruticosa","species","shrub",NA,NA,NA,NA
"351","Cypripedium calceolus","species","herb","0.325",NA,NA,NA
"352","Alopecurus pratensis","species","grass","0.349456392857143","0.773486486486486","919.011470588235","38.3285878613953"
"353","Crataegus sanguinea","genus","tree","6.89393505463183","106.933037042553","592.599255555556","12.8023669304411"
"354","Arctium tomentosum","species","herb","0.529",NA,NA,"34.493012715"
"355","Cypripedium macranthos","genus","herb","0.33875","0.0027125",NA,NA
"356","Cypripedium guttatum","species","herb",NA,NA,NA,NA
"357","Amorpha fruticosa","species","shrub","2.5","8.24585125","200","8.795714255"
"358","Ribes rubrum","species","shrub","1.37",NA,"5107.5","29.1139777029877"
"359","Viola rotundifolia","species","herb",NA,NA,NA,NA
"360","Prunus avium","species","tree","14.5529384883721","184.452624615385","2687.4002","13.0970642637927"
"361","Secale cereale","species","herb","0.24185","23.873","3459.96666666667","30.2745"
"362","Polygala amara","species","herb","0.065",NA,NA,NA
"363","Lonicera tatarica","species","shrub","2","3.0196565",NA,NA
"364","Juglans regia","species","tree","17.25","10925.6586333333","3909.7","9.73333819951338"
"365","Prunus cerasifera","species","tree","7.114","468.017193142857",NA,"10.8005"
"366","Cornus mas","species","tree","3.5","213.9465432","1884.57","31.939"
"367","Tilia dasystyla","genus","tree","18.4944359780182","73.2930672777778","12765.2807692308","25.442144935574"
"368","Philadelphus caucasicus","genus","shrub","2.8125","0.13306525",NA,NA
"369","Abies nordmanniana","species","tree","30","75.31731225",NA,NA
"370","Picea orientalis","species","tree",NA,"5.918818",NA,NA
"371","Juglans mandshurica","species","tree",NA,"9259",NA,NA
"372","Salix gracilistyla","genus","shrub","13.4436201567598","0.621549252427185","495.111270219879","12.3742680787951"
"373","Ribes mandshuricum","species","shrub",NA,NA,NA,NA
"374","Sorbaria sorbifolia","species","shrub","1.488","40.459996","1490","16.4203726621918"
"375","Viburnum sargentii","species",NA,NA,NA,NA,"1.44164031299519e-05"
"376","Pyrus ussuriensis","species","tree",NA,"45.686126",NA,NA
"377","Adonis amurensis","genus","herb","0.255357142857143","7.6","236.25","23.2948078882353"
"378","Corydalis ambigua","species","herb",NA,NA,NA,NA
"379","Acer pictum","species","tree",NA,"72.9419657692308",NA,"5.8997194863442"
"380","Rosa rugosa","species","shrub","1.35","9.55","3237","10.3921999828292"
"381","Rubus crataegifolius","species","shrub",NA,"0.7",NA,NA
"382","Anemone amurensis","genus","herb","0.186612903225806","2.42363891304348","2259.00166666667","72.4898374733333"
"383","Betula pubescens","species","tree","11.1411231343284","0.258388142857143","890","13.3996451045635"
"384","Daphne mezereum","species","shrub","0.85","90.6666666666667","392.08","23.1324974086894"
"385","Dactylorhiza maculata","species","herb",NA,NA,"1361","24.79"
"386","Calypso bulbosa","species","herb","0.2","0.000447",NA,NA
"387","Chimaphila umbellata","species","shrub","0.06",NA,"0","6.1113297173"
"388","Angelica sylvestris","species","herb","0.972222222222222","1.1825","40902","26.93231906"
"389","Pyrola rotundifolia","species","shrub","0.13375",NA,"1026","16.9918853657143"
"390","Melampyrum sylvaticum","species","herb","0.275",NA,"434.75","45.9797081942857"
"391","Leucanthemum ircutianum","species",NA,"0.44",NA,"263.5","15.5328571428571"
"392","Rubus saxatilis","species","shrub","0.175625","10.10625","6724","24.5741821333333"
"393","Dactylis glomerata","species","grass","0.27101383","0.846644654545455","404.410838336449","25.6180945078378"
"394","Silene flos cuculi","species","herb",NA,NA,NA,NA
"395","Campanula glomerata","species","herb","0.19125","0.128","916","24.3817567575"
"396","Petasites frigidus","species","herb","0.2","1.1132",NA,"17.0507442854173"
"397","Corylus sieboldiana var  mandshurica","genus","tree","4.87028051948052","913.156518111111","3278.275","19.1652091802876"
"398","Nuphar lutea","species","herb","0.03",NA,"26244.25","14.9685714285714"
"399","Cicuta virosa","species","herb","0.721875","0.968","17122.4166666667","22.4746666666667"
"400","Lysimachia thyrsiflora","species","herb","0.43125",NA,"1115.81326995","36.53376675"
"401","Calla palustris","species","herb","0.15","2.1405","11712.625","32.2802467266667"
"402","Larix decidua","species","tree","27.1093218818381","6.62183514285714","20.24","12.3225433239096"
"403","Quercus petraea","species","tree","36.3909090909091","2154.1870824","3500.32","9.80749634340223"
"404","Berberis vulgaris","species","shrub","1.84642857142857","15.4873772857143","305.94","10.6396781354811"
"405","Cornus suecica","species","herb","0.12",NA,"265.285","39.8426756916667"
"406","Galium palustre","species","herb","0.455357142857143","0.91","32.5","33.7345"
"407","Salix phylicifolia","species","shrub","1.56571428571429",NA,"470","8.42296341834245"
"408","Epilobium palustre","species","herb","0.325","0.045","397.922825275","35.0943019678571"
"409","Moneses uniflora","species","herb","0.075",NA,"321","21.6853884714286"
"410","Drosera anglica","species","herb","0.0457142857142857","0.025","89.195","29.7957142857143"
"411","Hieracium umbellatum","species","herb","0.425","0.65","672.9840399","20.3384474372727"
"412","Neottia cordata","genus","herb",NA,"0.008",NA,NA
"413","Viola palustris","species","herb","0.085","0.865333333333333","1812.91666666667","37.0005882352941"
"414","Avenella flexuosa","species","herb",NA,NA,NA,NA
"415","Corallorhiza trifida","species","herb",NA,NA,NA,NA
"416","Betula nana","species","shrub","0.563571428571429","0.32","49.4364102564103","11.970306277181"
"417","Rumex confertus","species","herb",NA,NA,NA,NA
"418","Pyrola minor","species","shrub","0.073125","0.001","325.791547619048","20.8177463684211"
"419","Melica nutans","species","herb","0.225","2.178","402","28.725"
"420","Pyrola chlorantha","species","shrub","0.12375",NA,NA,NA
"421","Luzula multiflora","species","grass","0.17","1.05428571428571","549","24.817214674"
"422","Galium album","species",NA,"0.661219512195122","0.6","242.630465116279","43.6879053488372"
"423","Trifolium campestre","species","herb","0.275","0.3054","180.666666666667","27.0833333333333"
"424","Carex nigra","species","herb","0.14125","0.806666666666667","159.176666666667","19.2019230769231"
"425","Eriophorum angustifolium","species","grass","0.2279","0.446666666666667","885.446666666667","9.0774073775249"
"426","Viola epipsila","species","herb","0.115",NA,NA,NA
"427","Drosera rotundifolia","species","herb","0.0745454545454545","0.017","86.75","42.587687572"
"428","Trichophorum cespitosum","species","grass","0.2",NA,NA,"6.41025641025641e-06"
"429","Luzula sudetica","species","herb","0.151428571428571",NA,"243.355","34.008"
"430","Molinia caerulea","species","grass","0.8125","0.6","1286.625","19.7179310344828"
"431","Polygonum viviparum","species","herb","0.0792857142857143",NA,"273.623918918919","37.8314755992857"
"432","Vicia sepium","species","dependant","0.516666666666667","17.645","927.25","36.4687149142105"
"433","Hieracium caespitosum","species","herb","0.0292848648648649","0.09",NA,"26.7112971538462"
"434","Galium mollugo","species","herb","0.529878048780488","0.694432432432432","191.588181818182","34.4284385921088"
"435","Galeopsis speciosa","species","herb","0.484375","4.23","3066","35.1"
"436","Deschampsia cespitosa","species","herb","0.223133333333333","0.25475","4105.06173218182","17.2273219146444"
"437","Viola tricolor","species","herb","0.25","0.72826","313","29.10875"
"438","Rumex acetosa","species","herb","0.135473684210526","0.654590909090909","2978.68681125806","31.2337672983824"
"439","Carex acuta","species","herb","0.9",NA,"2455.25","14.8601393033333"
"440","Stellaria palustris","species","herb","0.275","0.47",NA,"23.01948636"
"441","Rhinanthus angustifolius","genus","herb","0.379545454545455","2.12991666666667","338.6875","20.4290248345946"
"442","Salix udensis","genus","shrub","13.4436201567598","0.621549252427185","495.111270219879","12.3742680787951"
"443","Cirsium heterophyllum","species","herb",NA,NA,NA,NA
"444","Parnassia palustris","species","herb","0.128125","0.0367142857142857","465.3990656875","25.7512183256667"
"445","Maackia amurensis","species","tree",NA,NA,NA,"13.1578947"
"446","Hemerocallis middendorffii","species","herb",NA,NA,NA,NA
"447","Crepis tectorum","species","herb","0.265",NA,NA,"17.2"
"448","Inula japonica","species","herb",NA,NA,"665.36953805","24.54886575"
"449","Crataegus maximowiczii","genus","tree","6.89393505463183","106.933037042553","592.599255555556","12.8023669304411"
"450","Phellodendron amurense","species","shrub*",NA,NA,NA,NA
"451","Lonicera ruprechtiana","species","shrub",NA,NA,NA,NA
"452","Potentilla fragarioides","species","grass",NA,NA,NA,NA
"453","Maianthemum japonicum","species","herb",NA,NA,NA,NA
"454","Trollius chinensis","genus","herb","0.296875","0.973333333333333","5348.33333333333","57.7145126123077"
"455","Geranium erianthum","species","herb",NA,NA,NA,NA
"456","Aster scaber","genus","herb","0.648125","0.436681818181818","383.0896708","61.9684172691176"
"457","Lespedeza bicolor 1","species","shrub",NA,"5.81535782857143","171.41","17.7855958333333"
"458","Fragaria orientalis","genus","herb","0.138407407407407","0.382562","1471.102","19.0595166906"
"459","Anemone reflexa","genus","herb","0.186612903225806","2.42363891304348","2259.00166666667","72.4898374733333"
"460","Synurus deltoides","family","herb","0.431684009410609","5.6517617539267","5294.61076271666","21.7654837334319"
"461","Betula dahurica","species","tree",NA,"0.623333333333333",NA,NA
"462","Chloranthus japonicus","species","herb",NA,NA,NA,NA
"463","Mentha canadensis","species","herb",NA,NA,"360.54596735","26.81646775"
"464","Isodon japonicus","species","shrub",NA,NA,NA,NA
"465","Gagea triflora","genus","herb","0.143863636363636",NA,"331","23.2425"
"466","Syringa reticulata","species","shrub",NA,NA,NA,NA
"467","Tilia amurensis","species","tree",NA,NA,NA,NA
"468","Corydalis pallida","genus","herb","0.1455","8.5","3654.365","40.3620365586207"
"469","Bupleurum longiradiatum","genus","herb","0.3315","3.41","819.387554007692","29.610128363625"
"470","Populus suaveolens","genus","tree","16.5022636671873","80.310466511194","650.381257815725","13.3008789134603"
"471","Sanicula rubriflora","genus","herb","0.469642857142857","4.79115042857143","2414","24.7902411584"
"472","Berberis amurensis","species","shrub",NA,NA,NA,NA
"473","Schisandra chinensis","species","shrub",NA,NA,NA,NA
"474","Paeonia lactiflora","species","herb",NA,NA,NA,NA
"475","Veronicastrum sibiricum","species","herb",NA,"0.07",NA,NA
"476","Adoxa moschatellina","species",NA,"0.0725","95.315","1903.66666666667","38.45"
"477","Philadelphus tenuifolius","genus","shrub","2.8125","0.13306525",NA,NA
"478","Fraxinus chinensis","species","tree",NA,NA,NA,NA
"479","Fritillaria usuriensis","genus","herb","0.36875","2.81309090909091","1145.625","23.7071428571429"
"480","Rhamnus davurica","species","shrub",NA,"18.6973585",NA,NA
"481","Corydalis repens","genus","herb","0.1455","8.5","3654.365","40.3620365586207"
"482","Serratula coronata","genus","herb","0.511","2.2112","2534.67860827273","17.08730609432"
"483","Hieracium virosum","genus","herb","0.191034393939394","0.51316364893617","1141.31558499583","26.2407790712074"
"484","Adenocaulon himalaicum","genus","herb","1","5.4833402",NA,"0.38853094"
"485","Agrimonia pilosa","species","herb",NA,NA,NA,NA
"486","Orostachys malacophylla","genus","grass",NA,NA,"456.46547634","21.010854535"
"487","Eranthis stellata","genus","herb","0.0875",NA,NA,NA
"488","Gagea nakaiana","species","herb",NA,NA,NA,NA
"489","Solidago decurrens","species","herb",NA,NA,NA,NA
"490","Geum aleppicum","species","herb",NA,"1.16775",NA,NA
"491","Astilbe rubra","genus","herb",NA,"0.04",NA,NA
"492","Valeriana officinalis","species","herb","0.538666666666667","1.26571428571429","12333","33.8756823777778"
"493","Hosta japonica","genus","herb",NA,NA,NA,NA
"494","Isodon excisus","genus","shrub",NA,"0.8",NA,NA
"495","Linaria vulgaris","species","herb","0.43525","0.140833333333333","105.3945","19.6998957135714"
"496","Phryma leptostachya","species","herb",NA,NA,NA,NA
"497","Plagiorhegma dubium","family","shrub","1.45967741935484","18.5955933191489","4240.61713471111","11.7905726779107"
"498","Hypericum ascyron","species","herb",NA,NA,NA,NA
"499","Rosa davurica","species","shrub",NA,NA,"157.9731251","12.94430254"
"500","Gentiana triflora","species","herb",NA,"0.04",NA,NA
"501","Adenophora triphylla","species",NA,NA,"0.17",NA,NA
"502","Rhododendron mucronulatum 1","species",NA,NA,NA,NA,NA
"503","Campanula punctata","species","herb",NA,"0.07",NA,NA
"504","Dictamnus dasycarpus","genus","herb","0.75","13.4803333333333","9110.25","21.228"
"505","Aquilegia oxysepala","genus","herb","0.466642857142857","1.096951","9402","21.2310803128571"
"506","Convallaria keiskei","species","herb",NA,NA,NA,NA
"507","Corydalis turtschaninovii","species","herb",NA,NA,NA,NA
"508","Atractylodes lancea","family","herb","0.431684009410609","5.6517617539267","5294.61076271666","21.7654837334319"
"509","Filipendula palmata","species","herb",NA,NA,NA,NA
"510","Veratrum maackii","genus","herb","0.93125","2.726","20200","14.3323552148719"
"511","Lonicera maackii","species","shrub",NA,"3.06320866666667","2306.48128947368","27.9211659210526"
"512","Lathyrus humilis","genus","herb","0.623764912280702","52.9801130991736","2246.80632713478","30.5856923740973"
"513","Malus mandshurica","genus","tree","7.46500186219739","31.35698064","2187.4875","16.3444386321"
"514","Leibnitzia anandria","species","herb",NA,NA,"948.8609904","11.51665391"
"515","Patrinia scabiosifolia","species","herb",NA,NA,"571.4225","0.0170865"
"516","Dianthus chinensis","species","herb",NA,"1.565","66.42748151375","11.9143924581"
"517","Asyneuma japonicum","family","herb","0.277495474036683","0.116844619607843","2230.98800199203","32.5587345904959"
"518","Lilium distichum","genus","herb","0.791727272727273","4.22131668965517","1708.45010643333","22.2016964358333"
"519","Gentiana zollingeri","genus","herb","0.211052631578947","0.244420689655172","5219.00984561111","52.7880367979365"
"520","Aruncus dioicus","species","herb","0.925","0.103333333333333","97204.5","41.694"
"521","Polemonium caeruleum","species","herb","0.46875","0.996666666666667","1840","37.2666666666667"
"522","Asparagus schoberioides","species","herb",NA,NA,NA,NA
"523","Lysimachia davurica","genus","herb","0.593410256410256","0.748445578947368","1277.12513999091","28.4130498119231"
"524","Verbascum thapsus","species","herb","0.84375","0.0853846153846154","21628.3333333333","16.9182175133333"
"525","Draba nemorosa","species","herb",NA,"0.0295",NA,NA
"526","Chosenia arbutifolia","species","shrub",NA,NA,NA,NA
"527","Chrysosplenium pilosum","species","herb",NA,NA,NA,NA
"528","Alnus hirsuta","species","tree",NA,"0.729486",NA,"12.7388535"
"529","Asarum sieboldii","species","herb",NA,NA,NA,NA
"530","Clematis fusca","species","shrub",NA,NA,NA,NA
"531","Ulmus davidiana","species","tree",NA,"83.6527905",NA,"12.0481928"
"532","Lathyrus quinquenervius","species","herb",NA,NA,"679.7755241","25.84300528"
"533","Actaea simplex","genus","herb","0.486111111111111","8.2230625","21941.25","38.885"
"534","Leonurus japonicus","species","herb",NA,"1.06","557.785406766667","12.9759420166667"
"535","Vitis amurensis","species","herb",NA,NA,NA,NA
"536","Agastache rugosa","species","herb",NA,NA,NA,NA
"537","Quercus mongolica","species","tree",NA,"1848.98820327273",NA,"6.42376052421466"
"538","Tripleurospermum inodorum","species","herb","0.6","0.49",NA,NA
"539","Paris verticillata","species","herb",NA,NA,NA,NA
"540","Pulsatilla dahurica","genus","herb","0.152142857142857","3.16333333333333","1434.75695254167","10.4791247419429"
"541","Cardamine leucantha","genus","herb","0.280426829268293","0.480888","2519.20898581579","32.8404168166262"
"542","Eleutherococcus sessiliflorus","species","shrub",NA,NA,NA,NA
"543","Corylus heterophylla","species","shrub",NA,NA,NA,"28.571"
"544","Mentha dahurica","genus","herb","0.429891304347826","0.114923076923077","1001.94341394583","33.0332548388889"
"545","Iris uniflora","genus","herb","0.40741935483871","28.1780416666667","5671.285961828","19.8311878247377"
"546","Sambucus williamsii","species","shrub",NA,NA,NA,NA
"547","Eleutherococcus senticosus","species","shrub",NA,NA,NA,NA
"548","Picea obovata","species","tree",NA,NA,NA,NA
"549","Viola rupestris","species","herb","0.0425",NA,NA,NA
"550","Rubus sachalinensis","species","shrub",NA,"1.5",NA,NA
"551","Aconitum septentrionale","species","herb",NA,NA,NA,NA
"552","Pinus sibirica","species","tree",NA,"218.711646",NA,NA
"553","Pyrola media","species","herb","0.136875",NA,NA,"20.49180328"
"554","Pteridium aquilinum","species","herb","1.13571428571429",NA,NA,"17.7984489515385"
"555","Calamagrostis arundinacea","species",NA,"0.75",NA,"1515.9667072","22.3142153283333"
"556","Orthilia secunda","species","herb","0.093","0.001","348","16.6473242296667"
"557","Dryopteris filix mas","species","herb","0.75",NA,"11785.4444444444","24.2"
"558","Lupinus polyphyllus","species","herb","0.991666666666667","19.851","19200.25","21.4576802505263"
"559","Gentiana pneumonanthe","species","herb","0.21625","0.07125","121","16.47"
"560","Dryas octopetala","species","shrub","0.0785","0.515","237.366666666667","8.92684013521184"
"561","Geranium palustre","species",NA,"0.575",NA,"4514.75","20.47"
"562","Melilotus albus","species","herb",NA,"2.00716666666667","271.2212443","22.435231685"
"563","Festuca pratensis","species","grass","0.46075","2.29993630769231","519.269366666667","21.0119052260577"
"564","Paris quadrifolia","species","herb","0.2","5.3","1325","35"
"565","Potentilla erecta","species","herb","0.168727272727273","0.3382","148.5","26.2880392462963"
"566","Stachys officinalis","species","herb","0.358333333333333","11.256","2281.375","20.3295454545455"
"567","Euonymus verrucosus","species","shrub",NA,"20.0444266666667",NA,NA
"568","Melilotus officinalis","species","herb","0.796153846153846","2.2708679245283","499.532","19.2539724515789"
"569","Nymphaea alba","species","herb","0.03",NA,"39342","14.7"
"570","Polygonum bistorta","species","herb","0.377777777777778",NA,"18021","22.7197855454671"
"571","Salix fragilis","species","tree","13.3501846153846","0.141165333333333","470","8.71230940310211"
"572","Genista tinctoria","species","shrub","0.55","7.1475","134.69","18.2152631578947"
"573","Zabelia corymbosa","genus","shrub",NA,NA,NA,NA
"574","Allium caesium","genus","herb","0.319227272727273","4.12935778301887","930.730464090938","20.8218291515328"
"575","Galium aparine","species","herb","0.724702416666667","9.92278709523809","128.94239852","33.0207584241613"
"576","Brachypodium sylvaticum","species","grass","0.84375","2.62666666666667","2131.81571428571","44.1189473684211"
"577","Crataegus pseudoheterophylla","genus","tree","6.89393505463183","106.933037042553","592.599255555556","12.8023669304411"
"578","Arum korolkowii","genus","herb","0.264444444444444","81.7033333333333","10496.6666666667","33.26"
"579","Corydalis ledebouriana","genus","herb","0.1455","8.5","3654.365","40.3620365586207"
"580","Inula helenium","species","herb","1.5125","1.187","32501.25","14.59"
"581","Iris ruthenica","species","herb",NA,NA,NA,NA
"582","Ferula tenuisecta","genus","herb",NA,"45.35","421.6566618","10.97792626"
"583","Prunus armeniaca 1","species","tree","3.56","1241.69605466667",NA,NA
"584","Melissa officinalis","species","herb","0.525","0.311",NA,NA
"585","Pistacia vera","species","tree",NA,"1176",NA,NA
"586","Prunus mahaleb","species","tree","6.34949771428571","78.4309958181818","736.073366666667","18.6216636842105"
"587","Salvia deserta","species","herb",NA,NA,NA,NA
"588","Betula tianschanica","genus","tree","16.1017922720901","0.47427187755102","1582.36876415094","16.6370602401291"
"589","Crocus alatavicus","genus","herb","0.09","5.2925",NA,NA
"590","Celtis caucasica","species","tree",NA,NA,NA,NA
"591","Malva sylvestris","species","herb","0.590625","5.95","7727.5","22.6871428571429"
"592","Eremurus robustus","genus","herb",NA,NA,NA,NA
"593","Festuca valesiaca","species","grass","0.1525",NA,NA,NA
"594","Picea schrenkiana","species","tree",NA,NA,NA,NA
"595","Medicago sativa","species","herb","0.162075471698113","2.31467741935484","192.405949442593","23.9190160036232"
"596","Viola collina","species",NA,"0.08",NA,NA,NA
"597","Tulipa kaufmanniana","genus","herb","0.3125",NA,NA,NA
"598","Gagea capusii","genus","herb","0.143863636363636",NA,"331","23.2425"
"599","Impatiens parviflora","species","herb","0.478125","7.70333333333333","4675","144.089"
"600","Caragana turkestanica","genus","shrub","3.5","27.9990009333333","345.040653977778","14.7320651725556"
"601","Hordeum bulbosum","species","herb",NA,"6.99181818181818",NA,NA
"602","Ligularia thomsonii","genus","herb",NA,NA,"7192.290603","86.1604814722727"
"603","Crataegus azarolus","species","tree",NA,"339.995714285714",NA,NA
"604","Berberis integerrima","species",NA,NA,"8.83",NA,NA
"605","Prangos pabularia","species","herb",NA,"9.4",NA,NA
"606","Inula grandis","genus","herb","0.385055555555556","0.72475","38351.8563603811","24.4823045983582"
"607","Ribes janczewskii","genus","shrub","1.41896090140845","2.46297481967213","2142.97799671905","21.4486059353506"
"608","Aconitum sczukinii","genus","herb","0.834090909090909","2.68","8523.9375","22.467460317619"
"609","Fritillaria maximowiczii","genus","herb","0.36875","2.81309090909091","1145.625","23.7071428571429"
"610","Prunus maackii","genus","tree","14.2513023955336","550.676476626667","2612.18926344479","15.0525259293345"
"611","Prunus maximowiczii","species","tree",NA,NA,NA,NA
"612","Acer tegmentosum","species","tree",NA,NA,NA,NA
"613","Viola orientalis","genus","herb","0.176635658914729","1.47513279824561","1185.88910714286","29.6743579173125"
"614","Aralia elata","species","shrub*",NA,"0.75",NA,"2.69323996768112e-05"
"615","Pseudostellaria rigida","genus","herb",NA,"0.775",NA,NA
"616","Viola selkirkii","species","herb",NA,"0.61",NA,NA
"617","Acer caudatum","species","tree",NA,NA,NA,NA
"618","Pinus koraiensis","species","tree",NA,"557.008979142857",NA,NA
"619","Clintonia udensis","species","herb",NA,NA,NA,NA
"620","Lonicera chrysantha","species","shrub",NA,NA,NA,NA
"621","Spiraea salicifolia","species","shrub","1.3","0.08","947.75","20.283"
"622","Taraxacum mongolicum","species","grass",NA,NA,"701.50215915","154.5833494725"
"623","Betula costata","species","tree",NA,NA,NA,NA
"624","Abies nephrolepis","species","tree",NA,NA,NA,NA
"625","Actinidia kolomikta","genus","shrub",NA,"1.66333333333333",NA,NA
"626","Alnus maximowiczii","species","tree",NA,"0.6",NA,NA
"627","Prunus padus var  pubescens","genus","tree","14.2513023955336","550.676476626667","2612.18926344479","15.0525259293345"
"628","Viola patrinii","species","herb",NA,NA,NA,NA
"629","Viola sacchalinensis","genus","herb","0.176635658914729","1.47513279824561","1185.88910714286","29.6743579173125"
"630","Picea jezoensis","species","tree",NA,"2.881294",NA,NA
"631","Viburnum lantana","species","shrub","3.4","47.3604108","3869.5","14.6005277302"
"632","Tanacetum coccineum","species","herb",NA,"1.57",NA,NA
"633","Elaeagnus commutata","species","shrub","2.75","119.2582065",NA,NA
"634","Crepis sibirica","genus","herb","0.222390243902439","1.1656736","541.288579710145","30.1097109728785"
"635","Ribes spicatum","species","shrub","1.3",NA,"2700","27.3129248548352"
"636","Crepis lyrata","genus","herb","0.222390243902439","1.1656736","541.288579710145","30.1097109728785"
"637","Lathyrus gmelinii","genus","herb","0.623764912280702","52.9801130991736","2246.80632713478","30.5856923740973"
"638","Crocus korolkowii","genus","herb","0.09","5.2925",NA,NA
"639","Crocus sativus","species","herb",NA,NA,NA,NA
"640","Iris magnifica","genus","herb","0.40741935483871","28.1780416666667","5671.285961828","19.8311878247377"
"641","Iris svetlanae","genus","herb","0.40741935483871","28.1780416666667","5671.285961828","19.8311878247377"
"642","Moraea sisyrinchium","species","herb",NA,NA,NA,NA
"643","Iris orchioides","genus","herb","0.40741935483871","28.1780416666667","5671.285961828","19.8311878247377"
"644","Iris nicolai","genus","herb","0.40741935483871","28.1780416666667","5671.285961828","19.8311878247377"
"645","Iris vicaria","genus","herb","0.40741935483871","28.1780416666667","5671.285961828","19.8311878247377"
"646","Iris maracandica","genus","herb","0.40741935483871","28.1780416666667","5671.285961828","19.8311878247377"
"647","Iris halophila","genus","herb","0.40741935483871","28.1780416666667","5671.285961828","19.8311878247377"
"648","Iris stolonifera","genus","herb","0.40741935483871","28.1780416666667","5671.285961828","19.8311878247377"
"649","Sibiraea laevigata","species","shrub",NA,NA,NA,NA
"650","Trollius altaicus","genus","herb","0.296875","0.973333333333333","5348.33333333333","57.7145126123077"
"651","Nymphaea candida","species","aquatic","0.03",NA,NA,NA
"652","Philadelphus coronarius","species","shrub","2.75",NA,NA,NA
"653","Senecio nemorensis","species","herb","0.95",NA,"9978.25","35.9266666666667"
"654","Ligularia sibirica","species","herb",NA,NA,NA,NA
"655","Hypericum maculatum","species","herb","0.4138","0.08","731","24.8872727272727"
"656","Rhodiola rosea","species","herb","0.2","0.196075","113.99","19.216914455625"
"657","Gagea fragifera","genus","herb","0.143863636363636",NA,"331","23.2425"
"658","Crepis paludosa","species","herb","0.45","0.56","2260","37"
"659","Myosotis sylvatica","species","herb","0.225","0.744666666666667","613.333333333333","29.68"
"660","Alyssum lenense","species","semi-shrub",NA,NA,"780.97368","31.67352333"
"661","Krascheninnikovia ceratoides","species","shrub",NA,NA,"325.4662396","13.36058648"
"662","Valeriana tuberosa","genus","herb","0.489023255813954","1.13505882352941","4003.07","26.7996911631579"
"663","Gypsophila altissima","genus","herb","0.4225","2.93448275862069","33644.1288888889","13.878"
"664","Hedysarum grandiflorum","genus","herb","0.175","8.25533333333333","69.10921482","8.89674969847112"
"665","Caragana frutex","species","shrub",NA,NA,NA,NA
"666","Dianthus capitatus","genus","herb","0.266666666666667","0.827305555555556","166.844656807333","16.7261552802245"
"667","Aster alpinus","species","herb","0.065","1.325","605.8002922","142.64105605"
"668","Galatella villosa","genus","herb",NA,NA,NA,NA
"669","Pimpinella tragium","species",NA,NA,"1.93",NA,NA
"670","Linaria genistifolia","species","herb","1.2","0.1903",NA,NA
"671","Astragalus zingeri","genus","herb","0.276076923076923","5.2889537037037","474.3339196944","28.1775260194242"
"672","Onosma simplicissima","genus","herb","0.325","10.25",NA,NA
"673","Iris pumila","species","herb","0.1",NA,NA,NA
"674","Vincetoxicum hirundinaria","species","herb","0.75","6.75","1513.5","51.8195454545455"
"675","Clausia aprica","genus","herb",NA,NA,NA,NA
"676","Potentilla incana","genus","herb","0.232255456066946","0.255844181818182","1524.57054421091","26.0822449489192"
"677","Echinops ruthenicus","genus","herb","1.075","29.565","2656.53974816","11.4560701658125"
"678","Prunus tenella","genus","tree","14.2513023955336","550.676476626667","2612.18926344479","15.0525259293345"
"679","Ephedra distachya","species","shrub",NA,NA,NA,NA
"680","Taraxacum officinale 1","species","herb","0.2625","0.65024356","3924.07029","22.427206362375"
"681","Viola praemorsa","species","herb",NA,"3.6",NA,NA
"682","Delphinium nuttallianum","species","herb","0.49","0.4146962",NA,"11.4142637221"
"683","Boechera stricta","species","herb",NA,NA,NA,NA
"684","Androsace septentrionalis 1","species","herb","0.0121428571428571",NA,"27","24.082"
"685","Lathyrus leucanthus","species",NA,"0.222",NA,NA,NA
"686","Eriogonum umbellatum","species",NA,NA,"2.013",NA,"10.6247332706"
"687","Eremogone congesta","species","herb",NA,NA,NA,NA
"688","Potentilla hippiana","species","herb",NA,NA,NA,NA
"689","Ipomopsis aggregata","species","herb",NA,"2.071",NA,NA
"690","Heterotheca villosa","species","herb",NA,NA,NA,"16.3824047411111"
"691","Erigeron speciosus","species","herb","0.4","0.2",NA,"26.2016243011111"
"692","Polygonum douglasii","species","herb","0.4","1.38373216666667",NA,NA
"693","Mahonia repens","species","shrub",NA,NA,NA,"12.0607647425556"
"694","Eriogonum subalpinum","genus","herb",NA,"0.979333333333333",NA,"10.6247332706"
"695","Vicia americana","species","herb","0.376269","11.3573483333333",NA,"19.4991045796"
"696","Hydrophyllum capitatum","species","herb",NA,"11.09",NA,"17.2792849988889"
"697","Amelanchier alnifolia","species","shrub","11.4008","5.83442572727273",NA,"6.3669123115"
