"species","timeseries","observations","datasets","tax_group","year_shift","temp_shift","pheno_position"
"Crepis capillaris",1,33,"nectar","plant",0.341550284678448,-4.9727758587523,29.1572593630245
"Crepis vesicaria",1,41,"nectar","plant",-0.239047670951313,-2.59751296066294,-9.73778867836501
"Cynosurus cristatus",1,40,"nectar","plant",0.0515239927990552,-1.79895618704961,7.94513815090329
"Dactylorhiza fuchsii",1,43,"nectar","plant",-0.209604349139232,-0.630888309382456,14.8986265229963
"Daucus carota",1,27,"nectar","plant",0.230105706722372,-0.812431072024409,33.5747677805329
"Deschampsia cespitosa",2,44,"nectar","plant",-0.261272227129586,-0.724779581463334,27.7155245915022
"Deschampsia cespitosa",2,44,"ussr","plant",-0.261272227129586,-0.724779581463334,27.7155245915022
"Deschampsia flexuosa",1,39,"nectar","plant",0.012791877307096,-2.0868228966577,3.15026635603149
"Digitalis purpurea",1,34,"nectar","plant",-0.0594718210582357,-2.1072796934866,15.7098440332562
"Elymus caninus",1,28,"nectar","plant",-0.315741665909691,-2.49073844838062,46.909423865189
"Epilobium ciliatum",1,35,"nectar","plant",0.0639389359843195,-2.10816378634879,30.1737095794747
"Epilobium montanum",1,38,"nectar","plant",-0.323108034000551,-1.24713466780844,14.0240855193243
"Equisetum arvense",1,20,"nectar","plant",0.0012824527654795,-0.526411704980353,-32.3548618490967
"Equisetum palustre",1,25,"nectar","plant",0.298674328629951,-3.59848376073285,-18.8148618490967
"Equisetum telmateia",1,27,"nectar","plant",-0.515906115125356,-3.15821009688934,-39.9807877750226
"Euonymus europaeus",1,38,"nectar","plant",-0.224943693693708,-3.4166511405943,-1.31801974383356
"Euphorbia amygdaloides",1,38,"nectar","plant",-0.11107592094502,-4.69408805031447,-36.2127565859388
"Euphorbia exigua",1,35,"nectar","plant",-0.570541494997055,-1.49385236805895,41.6308524366176
"Fagus sylvatica",80,3860,"nectar","plant",-0.244702555408892,-1.67411162486004,1.24856580226117
"Fagus sylvatica",80,3860,"ussr","plant",-0.244702555408892,-1.67411162486004,1.24856580226117
"Fagus sylvatica",80,3860,"pep","plant",-0.244702555408892,-1.67411162486004,1.24856580226117
"Fallopia convolvulus",1,28,"nectar","plant",0.0807180800964508,-0.231520073139911,43.409423865189
"Festuca arundinacea",1,34,"nectar","plant",-0.0552411071866626,-2.50905592781795,-10.7019206726261
"Festuca pratensis",1,31,"nectar","plant",0.211787944119726,0.160638221067071,14.5257833121936
"Festuca rubra",1,31,"nectar","plant",0.0363141425905425,-0.403851456935383,-12.5387328168386
"Galega officinalis",1,28,"nectar","plant",-0.243675229482822,-1.34540386239062,47.409423865189
"Galium aparine",1,42,"nectar","plant",-0.266747657063516,-1.72288836609243,-9.12629042052529
"Galium odoratum",1,35,"nectar","plant",0.0194438914327414,-2.52125047223272,-20.1691475633824
"Galium uliginosum",1,22,"nectar","plant",-0.157706812739276,1.90244534852853,38.1269563327215
"Geranium dissectum",1,33,"nectar","plant",-0.353827163424458,-2.93239569172854,-0.509407303642178
"Geranium phaeum",1,34,"nectar","plant",-0.134839324839727,-2.82411735225226,-4.7607442020379
"Geranium pyrenaicum",1,36,"nectar","plant",-0.0613685734974622,-2.34498097432874,2.77847148423663
"Geranium rotundifolium",1,21,"nectar","plant",0.10431985294118,0.738394444214791,-16.6739094681443
"Geum urbanum",1,37,"nectar","plant",-0.768370191971376,-3.27788178657395,-2.86567265990752
"Glechoma hederacea",3,142,"nectar","plant",-0.298936458651869,-2.01395851822358,-25.6937385105639
"Glechoma hederacea",3,142,"ussr","plant",-0.298936458651869,-2.01395851822358,-25.6937385105639
"Glyceria fluitans",1,22,"nectar","plant",-0.121579921826782,-1.66833601881288,15.8996836054488
"Glyceria maxima",1,23,"nectar","plant",-0.238598353274157,-1.21458947115833,39.5538338030772
"Helianthemum nummularium",1,41,"nectar","plant",0.186452249408043,-2.63571714496098,3.16465034602524
"Helictotrichon pubescens",1,32,"nectar","plant",0.105235703107692,-1.40596235957863,-0.71111184909671
"Helleborus viridis",1,40,"nectar","plant",-0.43419046651083,-2.8533320853613,-89.2548618490967
"Hesperis matronalis",1,36,"nectar","plant",0.0525021385799838,-2.56705335200697,4.63958259534775
"Hordeum murinum",1,24,"nectar","plant",-0.75640482102843,-0.857905439755983,15.1951381509033
"Hypericum hirsutum",1,38,"nectar","plant",-0.0685131403882759,-0.418032124340367,45.1293486772191
"Hypericum perforatum",7,258,"nectar","plant",-0.146027405641928,-1.49015016898623,23.7216781026496
"Hypericum perforatum",7,258,"ussr","plant",-0.146027405641928,-1.49015016898623,23.7216781026496
"Hypericum pulchrum",1,34,"nectar","plant",-0.120553821324668,-2.24551927913702,41.2098440332562
"Hypochaeris radicata",1,22,"nectar","plant",-0.179610950063604,-1.34473977399332,4.99059269635782
"Impatiens parviflora",1,21,"nectar","plant",0.0157846093977959,0.963167518752095,38.1832333889985
"Iris pseudacorus",1,25,"nectar","plant",-0.726583996771494,-1.02772425296943,9.38513815090329
"Juncus effusus",1,26,"nectar","plant",-0.142339863860264,-0.563955450556877,13.5220612278264
"Juncus inflexus",1,34,"nectar","plant",-0.134561964564996,-0.863360595293965,14.5333734450209
"Knautia arvensis",3,132,"nectar","plant",-0.210667786549817,-0.235964183315608,10.9392119726194
"Knautia arvensis",3,132,"ussr","plant",-0.210667786549817,-0.235964183315608,10.9392119726194
"Koeleria macrantha",1,22,"nectar","plant",0.0631843942607024,0.578643728192912,12.8996836054488
"Lamiastrum galeobdolon",1,40,"nectar","plant",-0.0902788393605997,-2.1447978223263,-15.7798618490967
"Larix decidua",69,3162,"nectar","plant",-0.227103942366039,-1.814616440172,-11.784009222252
"Larix decidua",69,3162,"pep","plant",-0.227103942366039,-1.814616440172,-11.784009222252
"Lathyrus latifolius",1,27,"nectar","plant",0.0757600523046825,-0.976433395602816,44.2784714842366
"Lathyrus pratensis",2,38,"nectar","plant",-0.296435276953518,-2.06075341836597,19.7716551276328
"Lathyrus pratensis",2,38,"ussr","plant",-0.296435276953518,-2.06075341836597,19.7716551276328
"Lepidium draba",1,34,"nectar","plant",-0.349723007348784,-2.81311948787093,-14.8195677314497
"Ligustrum vulgare",1,28,"nectar","plant",-0.00977581993181,-1.46558833097542,25.2308524366176
"Linaria vulgaris",1,31,"nectar","plant",-0.187787831175159,-1.74990188383045,37.622557505742
"Linum catharticum",1,37,"nectar","plant",0.016027368478752,0.646068161601681,5.26946247522761
"Listera ovata",1,36,"nectar","plant",0.0554475287208079,-2.86538055127857,4.69513815090329
"Lonicera periclymenum",1,38,"nectar","plant",-0.108427623207346,-2.8321153644153,21.1819802561664
"Lotus corniculatus",1,39,"nectar","plant",0.0634930410149055,-0.16525796082603,-7.10614390037875
"Lunaria annua",1,40,"nectar","plant",-0.530787756789302,-2.85555105348461,-39.1798618490967
"Luzula campestris",1,38,"nectar","plant",-0.391849018292574,-4.46428159527599,-46.8180197438335
"Luzula pilosa",3,85,"nectar","plant",0.0183042992257288,-1.09746710904005,-46.407018498498
"Luzula pilosa",3,85,"ussr","plant",0.0183042992257288,-1.09746710904005,-46.407018498498
"Lythrum salicaria",1,21,"nectar","plant",-0.0724228363929816,-1.03576858446028,48.5641857699509
"Mahonia aquifolium",1,32,"nectar","plant",0.21875,-2.75030174356887,-66.4923618490967
"Malva moschata",1,37,"nectar","plant",0.0954931048447282,-1.06923105460366,45.9991922049574
"Malva sylvestris",1,40,"nectar","plant",-0.332225024077758,-1.83407835919011,19.4201381509033
"Medicago lupulina",1,39,"nectar","plant",0.204615411369847,0.103012904484517,-18.5164003106352
"Melica uniflora",1,39,"nectar","plant",-0.120689655172409,-2.38881651468083,-24.2087080029429
"Melilotus altissimus",1,29,"nectar","plant",0.177524309261235,-1.14983963912283,27.6003105646964
"Melilotus officinalis",2,73,"nectar","plant",-0.0884126107249742,-1.5068446172599,30.2450093384127
"Melilotus officinalis",2,73,"ussr","plant",-0.0884126107249742,-1.5068446172599,30.2450093384127
"Mercurialis perennis",1,38,"nectar","plant",-0.634396355353076,-4.89941967220257,-93.8706513227809
"Mycelis muralis",1,40,"nectar","plant",-0.265463553834334,-2.71996692789353,29.9951381509033
"Myosotis arvensis",1,39,"nectar","plant",-0.378608637203838,-4.41794431676025,-17.1061439003788
"Myosotis scorpioides",1,22,"nectar","plant",-0.131863681073885,-0.323631054295648,22.7178654236306
"Myosotis sylvatica",2,43,"nectar","plant",-0.358560644965499,-1.65109677453098,-26.1802698964865
"Myosotis sylvatica",2,43,"ussr","plant",-0.358560644965499,-1.65109677453098,-26.1802698964865
"Neottia nidus-avis",1,26,"nectar","plant",-0.0260504832347975,-2.02818191382052,4.02206122782636
"Ononis repens",1,35,"nectar","plant",-0.0620660185877567,-1.95379430752365,45.5451381509033
"Ophrys apifera",1,32,"nectar","plant",-0.255323213371989,-1.77491304262387,31.4451381509033
"Origanum vulgare",2,79,"nectar","plant",-0.122881944537624,-2.77403977883448,51.3222067566111
"Origanum vulgare",2,79,"ussr","plant",-0.122881944537624,-2.77403977883448,51.3222067566111
"Oxalis acetosella",10,337,"nectar","plant",-0.272147075162675,-1.23755075939062,-13.9930951836839
"Oxalis acetosella",10,337,"ussr","plant",-0.272147075162675,-1.23755075939062,-13.9930951836839
"Papaver dubium",1,40,"nectar","plant",-0.336706186971925,-1.72013752428493,9.02013815090328
"Papaver rhoeas",1,41,"nectar","plant",-0.322799470549294,-1.06567758277547,8.96952839480574
"Papaver somniferum",1,27,"nectar","plant",-0.877035976373724,-3.52835869476767,39.5006937064588
"Persicaria maculosa",1,29,"nectar","plant",0.172594125349585,1.13772998480002,41.8072071164205
"Petasites hybridus",1,36,"nectar","plant",-0.763537181639054,-3.27493225361132,-53.1937507379856
"Pilosella officinarum",1,38,"nectar","plant",-0.146806097902365,-2.44443482990506,2.39250657195592
"Plantago lanceolata",1,36,"nectar","plant",0.0797128411652694,-1.67361263434964,-25.88819518243
"Plantago media",1,39,"nectar","plant",0.204936584711593,0.711764381446153,13.4323176380828
"Poa nemoralis",3,141,"nectar","plant",-0.0953270983899275,-1.56990209468035,5.31241506196614
"Poa nemoralis",3,141,"ussr","plant",-0.0953270983899275,-1.56990209468035,5.31241506196614
"Poa trivialis",1,39,"nectar","plant",-0.249486517552625,-0.988297657897168,0.66308686885202
"Polygala calcarea",1,23,"nectar","plant",0.126894243334324,-1.06103180847477,-15.3592096751837
"Polygala serpyllifolia",1,30,"nectar","plant",0.00288794915940182,0.0739827373612819,-9.98819518243005
"Polygala vulgaris",1,23,"nectar","plant",-0.0941597139451736,-1.53988283010365,-7.8374705447489
"Populus canescens",1,31,"nectar","plant",0.0318665412173392,-1.7647017176194,-69.5064747523225
"Populus nigra",1,36,"nectar","plant",-0.309435248899632,-3.18842694542464,-37.6937507379856
"Populus tremula",29,811,"nectar","plant",-0.0856290703100177,-1.10656891857482,-8.13970243981703
"Populus tremula",29,811,"ussr","plant",-0.0856290703100177,-1.10656891857482,-8.13970243981703
"Potentilla anserina",1,37,"nectar","plant",-0.121325659185618,-1.09644844985435,-3.46026725450213
"Potentilla erecta",2,60,"nectar","plant",-0.15310967449702,-1.97820915325087,-0.970936313090618
"Potentilla erecta",2,60,"ussr","plant",-0.15310967449702,-1.97820915325087,-0.970936313090618
"Potentilla reptans",1,27,"nectar","plant",-0.226605928036764,-1.07526080476901,25.7229159286811
"Primula veris",8,297,"nectar","plant",-0.200340773912829,-0.134112968966403,-20.2885719930286
"Primula veris",8,297,"ussr","plant",-0.200340773912829,-0.134112968966403,-20.2885719930286
"Prunella vulgaris",1,39,"nectar","plant",-0.0664546860804837,-1.42319096880568,16.8682150739802
"Prunus avium",94,2531,"nectar","plant",-0.211588456331112,-1.60858154104048,-6.6139918804564
"Prunus avium",94,2531,"ussr","plant",-0.211588456331112,-1.60858154104048,-6.6139918804564
"Prunus avium",94,2531,"pep","plant",-0.211588456331112,-1.60858154104048,-6.6139918804564
"Prunus spinosa",91,3716,"nectar","plant",-0.350670075874637,-2.26671181642626,-9.10732511189429
"Prunus spinosa",91,3716,"ussr","plant",-0.350670075874637,-2.26671181642626,-9.10732511189429
"Prunus spinosa",91,3716,"pep","plant",-0.350670075874637,-2.26671181642626,-9.10732511189429
"Pteridium aquilinum",3,77,"nectar","plant",-0.431402147810274,-2.73033932323735,2.11048710873861
"Pteridium aquilinum",3,77,"ussr","plant",-0.431402147810274,-2.73033932323735,2.11048710873861
"Ranunculus auricomus",3,148,"nectar","plant",-0.111856242621463,-2.03722285568682,-15.5750433302745
"Ranunculus auricomus",3,148,"ussr","plant",-0.111856242621463,-2.03722285568682,-15.5750433302745
"Ranunculus bulbosus",1,40,"nectar","plant",-0.385498748298862,-3.54591983991072,-34.5798618490967
"Reseda luteola",1,25,"nectar","plant",-0.133057895015625,-1.26946980146614,23.3051381509033
"Rhamnus cathartica",3,145,"nectar","plant",-0.135864718786604,-1.68126547379066,6.60340414235536
"Rhamnus cathartica",3,145,"ussr","plant",-0.135864718786604,-1.68126547379066,6.60340414235536
"Rhinanthus minor",1,33,"nectar","plant",-0.0525881057268671,-1.62348704611384,17.1572593630245
"Ribes nigrum",19,511,"nectar","plant",-0.0968772944827048,-1.34009016115667,-4.60398932056216
"Ribes nigrum",19,511,"ussr","plant",-0.0968772944827048,-1.34009016115667,-4.60398932056216
"Ribes rubrum",73,2554,"nectar","plant",-0.303821374515048,-1.90095786476984,-5.81418057688897
"Ribes rubrum",73,2554,"ussr","plant",-0.303821374515048,-1.90095786476984,-5.81418057688897
"Ribes rubrum",73,2554,"pep","plant",-0.303821374515048,-1.90095786476984,-5.81418057688897
"Ribes uva-crispa",3,107,"nectar","plant",-0.09836575399025,-2.38310576652054,-19.0938760729159
"Ribes uva-crispa",3,107,"ussr","plant",-0.09836575399025,-2.38310576652054,-19.0938760729159
"Rorippa amphibia",1,25,"nectar","plant",-0.00926663591764715,-1.04388079325079,22.2651381509033
"Rosa canina",6,139,"nectar","plant",-0.165737697638939,-0.9755287719656,18.0092671870213
"Rosa canina",6,139,"ussr","plant",-0.165737697638939,-0.9755287719656,18.0092671870213
"Rubus caesius",1,40,"nectar","plant",0.0588664761467702,-1.52675373186335,7.69513815090329
"Rubus fruticosus",2,45,"nectar","plant",-0.357405660117098,-1.40062369989857,20.1719533119048
"Rubus fruticosus",2,45,"ussr","plant",-0.357405660117098,-1.40062369989857,20.1719533119048
"Rumex acetosella",2,60,"nectar","plant",-0.159595808315863,-1.31808929547445,-13.7459709762279
"Rumex acetosella",2,60,"ussr","plant",-0.159595808315863,-1.31808929547445,-13.7459709762279
"Rumex conglomeratus",1,24,"nectar","plant",-0.0223085765439551,-2.10051115463619,34.0701381509033
"Rumex crispus",1,38,"nectar","plant",-0.481504753439287,-1.08637052754389,11.7346118351138
"Rumex obtusifolius",1,35,"nectar","plant",-0.244121252646832,-0.517830484660274,9.91656672233185
"Rumex sanguineus",1,33,"nectar","plant",-0.388608592826182,-3.24037676128242,34.4602896660548
"Sagina procumbens",1,26,"nectar","plant",0.0760195292626621,-0.768416661997525,-10.4010156952505
"Salix caprea",104,4422,"nectar","plant",-0.218163455162868,-2.9005288486522,-31.140153859529
"Salix caprea",104,4422,"ussr","plant",-0.218163455162868,-2.9005288486522,-31.140153859529
"Salix caprea",104,4422,"pep","plant",-0.218163455162868,-2.9005288486522,-31.140153859529
"Sambucus nigra",109,4725,"nectar","plant",-0.294413968544353,-2.31066244112376,28.5176172127449
"Sambucus nigra",109,4725,"ussr","plant",-0.294413968544353,-2.31066244112376,28.5176172127449
"Sambucus nigra",109,4725,"pep","plant",-0.294413968544353,-2.31066244112376,28.5176172127449
"Sanguisorba minor",1,37,"nectar","plant",0.246142202826757,-0.3167703106651,-12.9737807680156
"Sanicula europaea",1,40,"nectar","plant",-0.0522151969336625,-2.05342517535386,-2.4048618490967
"Scabiosa columbaria",1,35,"nectar","plant",0.121898040409751,-0.742084779636056,41.859423865189
"Schoenoplectus lacustris",1,25,"nectar","plant",-0.510170616876597,-2.26879923609453,47.6251381509033
"Scrophularia auriculata",1,25,"nectar","plant",-0.0754945054945062,-1.09738957898436,31.8651381509033
"Scrophularia nodosa",1,28,"nectar","plant",-0.23289283128168,-1.89774255698135,11.5522810080462
"Scrophularia vernalis",1,28,"nectar","plant",-0.452752858399294,-1.64592991011165,-35.3048618490967
"Sedum acre",3,126,"nectar","plant",-0.138618103352353,-0.556978056044071,8.64753753926464
"Sedum acre",3,126,"ussr","plant",-0.138618103352353,-0.556978056044071,8.64753753926464
"Senecio jacobaea",1,36,"nectar","plant",-0.542128304705814,-3.89016232107931,37.4729159286811
"Silene latifolia",1,35,"nectar","plant",-0.0817269749289157,-1.13539330688287,-5.31200470623958
"Sinapis alba",1,34,"nectar","plant",-0.227899575671853,-3.45768380413678,-6.79015596674378
"Sisymbrium officinale",1,37,"nectar","plant",-0.407771763420569,-1.84574810635101,-14.6494564436913
"Solanum dulcamara",1,35,"nectar","plant",-0.103963307803975,-1.802284082798,9.65942386518901
"Sonchus arvensis",1,42,"nectar","plant",-0.17803173505871,-1.47226460257728,40.8499000556652
"Sonchus asper",1,32,"nectar","plant",-0.277976677577746,-4.13362750811755,7.78888815090329
"Sorbus aucuparia",193,6194,"nectar","plant",-0.203993076037509,-1.50730374811635,3.70663463450533
"Sorbus aucuparia",193,6194,"ussr","plant",-0.203993076037509,-1.50730374811635,3.70663463450533
"Sorbus aucuparia",193,6194,"pep","plant",-0.203993076037509,-1.50730374811635,3.70663463450533
"Stachys sylvatica",1,37,"nectar","plant",0.0706532071023907,-1.39761510572752,21.674867880633
"Symphoricarpos rivularis",1,29,"nectar","plant",0.00458158963269809,-0.29896892695158,19.2210002198688
"Symphytum officinale",1,29,"nectar","plant",-0.212011568040047,-0.920964264253648,-15.7789997801312
"Symphytum uplandicum",1,39,"nectar","plant",-0.338577802997095,-3.09280425410209,-6.23434902858389
"Tamus communis",1,33,"nectar","plant",-0.0829337619041443,-0.0465585909014471,12.3693805751457
"Taxus baccata",1,40,"nectar","plant",0.0651223567512173,-3.30915906127771,-80.9798618490967
"Trifolium dubium",1,30,"nectar","plant",-0.182441420239436,-2.65617854202871,-4.45486184909672
"Trifolium pratense",5,195,"nectar","plant",-0.00506799599670205,-1.0849084436146,1.71307048638486
"Trifolium pratense",5,195,"ussr","plant",-0.00506799599670205,-1.0849084436146,1.71307048638486
"Trifolium repens",4,110,"nectar","plant",-0.33533477266061,-0.346753578241496,-9.44918486952184
"Trifolium repens",4,110,"ussr","plant",-0.33533477266061,-0.346753578241496,-9.44918486952184
"Tripleurospermum inodorum",1,21,"nectar","plant",0.206242905788875,2.25724353954581,-0.959623753858608
"Trisetum flavescens",1,38,"nectar","plant",0.0250130811780543,-0.479744825264484,19.3661907824822
"Tussilago farfara",102,4051,"nectar","plant",-0.0665413324367703,-2.61090165559005,-35.5244828373458
"Tussilago farfara",102,4051,"ussr","plant",-0.0665413324367703,-2.61090165559005,-35.5244828373458
"Tussilago farfara",102,4051,"pep","plant",-0.0665413324367703,-2.61090165559005,-35.5244828373458
"Ulmus glabra",1,34,"nectar","plant",0.227861789210057,-3.69033693163232,-60.4960383196849
"Urtica dioica",4,172,"nectar","plant",-0.285513741788329,-0.843330203246967,13.4809219655978
"Urtica dioica",4,172,"ussr","plant",-0.285513741788329,-0.843330203246967,13.4809219655978
"Valerianella locusta",1,24,"nectar","plant",-0.247311678761245,-3.13605010117721,-22.38819518243
"Verbascum nigrum",1,32,"nectar","plant",-0.1985824841462,-1.10350194552529,35.6326381509033
"Verbascum thapsus",1,28,"nectar","plant",-0.291080810228051,-0.485577463522114,41.0522810080462
"Veronica arvensis",1,29,"nectar","plant",0.139748269970624,-0.191548566621371,-25.8824480559933
"Veronica beccabunga",1,34,"nectar","plant",-0.221155370861474,-3.13754924386835,10.3569028567856
"Veronica chamaedrys",3,97,"nectar","plant",-0.0778467863679205,-0.731438490430941,-10.1583346974922
"Veronica chamaedrys",3,97,"ussr","plant",-0.0778467863679205,-0.731438490430941,-10.1583346974922
"Veronica filiformis",1,29,"nectar","plant",-0.29809030397532,-3.4527511461525,-53.5031377111657
"Veronica montana",1,31,"nectar","plant",-0.188709740488261,-3.09073994561328,-15.1838941071612
"Veronica officinalis",1,26,"nectar","plant",-0.0875748502993922,0.885609348024601,14.9451381509033
"Veronica serpyllifolia",1,37,"nectar","plant",0.299102623101705,-2.28513360476717,-18.4332402274751
"Viburnum lantana",1,43,"nectar","plant",-0.241014799154334,-3.03798727128083,-21.3106758025851
"Vicia cracca",4,121,"nectar","plant",0.0205026775453948,-0.944165126342984,8.46105057976114
"Vicia cracca",4,121,"ussr","plant",0.0205026775453948,-0.944165126342984,8.46105057976114
"Vicia sepium",2,63,"nectar","plant",-0.227988397891204,-1.91203989476198,-4.81311546762563
"Vicia sepium",2,63,"ussr","plant",-0.227988397891204,-1.91203989476198,-4.81311546762563
"Viola hirta",5,236,"nectar","plant",-0.111415701828839,-2.0208742545747,-28.9287709253432
"Viola hirta",5,236,"ussr","plant",-0.111415701828839,-2.0208742545747,-28.9287709253432
"Viola odorata",3,78,"nectar","plant",-0.496700157086338,-1.35117783394723,-39.4381612432952
"Viola odorata",3,78,"ussr","plant",-0.496700157086338,-1.35117783394723,-39.4381612432952
"Acer pensylvanicum",2,40,"nectar","plant",-0.366165413533857,-0.911338448422845,-1.12362529457973
"Acer rubrum",2,40,"nectar","plant",0.00187969924810813,-1.29891369765465,-15.8986252945797
"Acer saccharum",3,58,"nectar","plant",-0.207762890638932,-1.94052040326202,-6.56760204823834
"Amelanchier canadensis",2,32,"nectar","plant",0.255354932864435,-3.76454798677113,-10.2069586279131
"Aronia NA",1,12,"nectar","plant",0.947552447552577,-3.20607496168316,-5.78233830845771
"Betula alleghaniensis",3,52,"nectar","plant",-0.336351255497241,-1.11258806384875,-3.3768613074976
"Betula lenta",2,30,"nectar","plant",-0.0803914489801182,-1.72226751981858,0.17637470542028
"Betula papyrifera",2,31,"nectar","plant",-1.0801604301452,-1.60453037694283,-4.36453438548882
"Betula populifolia",2,23,"nectar","plant",-0.227972027972023,-1.63852716384211,-0.877413173367607
"Castanea dentata",1,12,"nectar","plant",-0.209790209790252,-1.64312126671092,2.30099502487563
"Cornus alternifolia",2,31,"nectar","plant",0.0487188924435039,-1.53182523947976,5.60444488085886
"Crataegus NA",1,20,"nectar","plant",0.0909774436090293,-2.01022699251145,-4.51567164179104
"Fagus grandifolia",2,40,"nectar","plant",-0.148496240601511,-1.63453017908365,0.592164179104472
"Fraxinus americana",2,35,"nectar","plant",-0.222325769242384,-2.02810371810504,0.884708038753615
"Hamamelis virginiana",1,20,"nectar","plant",-0.517293233082728,-0.0988917306052786,-2.06567164179104
"Ilex verticillata",2,23,"nectar","plant",-0.0802933908197458,-1.64827840009884,21.6528898569354
"Kalmia angustifolia",2,23,"nectar","plant",0.163636363636328,-1.70558450188835,26.853647432693
"Kalmia latifolia",2,23,"nectar","plant",-0.366083916083938,-0.636716057730357,25.0203140993597
"Lyonia ligustrina",2,22,"nectar","plant",-0.137019230769248,-1.62807680019777,28.1430413720869
"Nemopanthus mucronata",2,24,"nectar","plant",-0.601398601398566,-3.67081915713205,-0.20695862791306
"Nyssa sylvatica",1,12,"nectar","plant",-0.569930069930143,-2.3945197686546,10.7176616915423
"Pinus strobus",1,12,"nectar","plant",0.367132867132988,-0.974293874960323,33.7176616915423
"Populus tremuloides",2,34,"nectar","plant",0.199248120300788,-1.80886074709299,-21.659339580294
"Prunus serotina",2,32,"nectar","plant",-0.280101477469939,-1.42368204745576,0.801374705420272
"Quercus alba",1,20,"nectar","plant",-0.184962406015046,-1.58056265984655,7.13432835820896
"Quercus rubra",3,52,"nectar","plant",-0.380999702052338,-0.365192055905874,-0.0572756201152913
"Quercus rubra",3,52,"ussr","plant",-0.380999702052338,-0.365192055905874,-0.0572756201152913
"Quercus velutina",2,31,"nectar","plant",-0.988578589330466,-1.78326985744601,1.40592015996573
"Rhododendron nudiflorum",2,24,"nectar","plant",-0.582167832167895,-2.24210676021619,7.00137470542028
"Sambucus pubens",2,28,"nectar","plant",-0.30109890109887,-1.86370055033114,-15.0879110088654
"Tsuga canadensis",1,12,"nectar","plant",-0.653846153846151,-1.75926803830473,19.884328358209
"Vaccinium corymbosum",2,24,"nectar","plant",0.368881118881035,-1.84013829086123,-5.08195862791305
"Viburnum cassinoides",1,14,"nectar","plant",-0.138461538461538,-2.09687699171447,-12.365671641791
"Viburnum lantanoides",2,26,"nectar","plant",-0.41318074191006,-1.32615681805375,-7.83516375611818
"Margaritaria nobilis",1,13,"nectar","plant",2.18021472392637,-10.9288537549405,0
"Acyrthosiphon pisum",8,275,"rothamsted","insect",-0.44651129899569,-4.96955328008478,0.181582063354472
"Anoecia corni",5,182,"rothamsted","insect",-1.16080098693339,-2.37959677180968,23.7805326284254
"Aphis sambuci",8,294,"rothamsted","insect",-0.600880811082599,-4.51244595715118,12.1803627184585
"Betulaphis quadrituberculata",4,145,"rothamsted","insect",-0.422065378676444,-4.22243380269765,2.43653788598307
"Brachycaudus helichrysi",10,365,"rothamsted","insect",-0.508671032432045,-6.16194296339411,-15.154076324266
"Calaphis flava",3,100,"rothamsted","insect",-0.291307935910618,-4.25256541693599,11.910389335702
"Capitophorus hippophaes",2,68,"rothamsted","insect",-0.821633676773184,-2.1025466214803,14.6246461017138
"Capitophorus similis",1,33,"rothamsted","insect",-0.71475429629331,-2.15225939399035,1.50380517503805
"Cavariella aegopodii",8,302,"rothamsted","insect",-0.685084468783637,-5.91855894104144,-14.7309894828528
"Cavariella archangelicae",3,101,"rothamsted","insect",-0.146579727289707,-2.25784908090245,4.52371042397775
"Cavariella pastinacae",9,339,"rothamsted","insect",-0.191732791633042,-1.93008272712866,5.25372533141501
"Cavariella theobaldi",4,154,"rothamsted","insect",-0.428391140707186,-2.85148282190196,0.0926078605465719
"Ceruraphis eriophori",1,30,"rothamsted","insect",-0.475598918912287,-4.11581147101184,1.72516869095818
"Cryptomyzus galeopsidis",4,140,"rothamsted","insect",-0.297322464798187,-4.54343679717248,-2.16944016764054
"Drepanosiphum platanoidis",12,428,"rothamsted","insect",-0.499994649953224,-3.01846457856512,-21.4700530408386
"Elatobium abietinum",13,470,"rothamsted","insect",-0.562073480572072,-4.59984539275416,-22.7158959451193
"Eriosoma ulmi",6,223,"rothamsted","insect",-0.25444002879757,-2.194276138058,10.1750331935781
"Eucallipterus tiliae",4,126,"rothamsted","insect",-0.2529839175915,-2.141892278344,20.1931883412632
"Euceraphis punctipennis",11,410,"rothamsted","insect",-0.621890608797762,-6.0182540308245,-18.6945353983782
"Hayhurstia atriplicis",6,137,"rothamsted","insect",-0.202533030722634,-3.05317761583423,39.2863598297473
"Hyadaphis foeniculi",8,266,"rothamsted","insect",-0.683024597966097,-5.80633898298403,8.07876237344896
"Hyalopterus pruni",13,473,"rothamsted","insect",-0.338093584518334,-1.87199946700276,13.469016240042
"Hyperomyzus lactucae",7,264,"rothamsted","insect",-0.409343059134413,-5.39449476114404,-2.72172143669215
"Macrosiphum euphorbiae",4,117,"rothamsted","insect",-0.691452314443719,-4.92850716741956,-10.5327285692409
"Macrosiphum rosae",5,148,"rothamsted","insect",-0.662956581143883,-3.51864095256397,4.98569766357476
"Metopolophium dirhodum",1,25,"rothamsted","insect",-1.32384615384616,-5.38763004132819,0.412028985507249
"Metopolophium festucae",2,57,"rothamsted","insect",-0.658400294814298,-8.04341941270244,-11.8137956934142
"Microlophium carnosum",6,227,"rothamsted","insect",-0.53955196305922,-6.15213873529319,-5.94487164900971
"Myzocallis (Agrioaphis) castanicola",9,265,"rothamsted","insect",-0.991265577249606,-7.41798868217,7.08561913360834
"Myzocallis coryli",2,81,"rothamsted","insect",-0.611850751927218,-6.19720946430643,7.65261756866744
